inputs,label
White to move. Position is r1bq1rk1/ppp2pp1/2nppn1p/8/1bPP3B/2N2N2/PPQ1PPPP/R3KB1R w KQ - 0 8. What is the best move?,pawn on e2 to e3
White to move. Position is r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 w kq - 0 8. What is the best move?,pawn on c2 to c3
White to move. Position is rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 5. What is the best move?,bishop on f1 to d3
Black to move. Position is r5k1/p4p1p/qp2pBp1/b1r5/R7/5NQ1/PP3PPP/1R4K1 b - - 0 26. What is the best move?,rook on a8 to c8
Black to move. Position is 5rk1/4p1b1/6p1/PNpB1b2/2P3p1/4QpP1/7R/q3B1K1 b - - 7 41. What is the best move?,rook on f8 to f7
Black to move. Position is r1bqk1nr/1pp2ppp/pbnp4/P3p3/1PB1P3/2P2N2/3P1PPP/RNBQK2R b KQkq - 0 7. What is the best move?,bishop on b6 to a7
Black to move. Position is rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1. What is the best move?,pawn on d7 to d5
White to move. Position is 4r1k1/q1pb1pp1/2pp1n1p/4p3/rP2P3/P2P4/1B1NQPPP/R2R2K1 w - - 5 18. What is the best move?,rook on a1 to c1
White to move. Position is r1bqk2r/ppp1bppp/2n2n2/3p4/2PP4/3B1N2/PP3PPP/RNBQ1RK1 w kq - 1 9. What is the best move?,pawn on c4 captures pawn on d5
Black to move. Position is 3r4/1b2r1k1/p6p/P4P2/1p1p1p1B/1P1B4/2R4P/6K1 b - - 1 53. What is the best move?,rook on e7 to e3
Black to move. Position is r5r1/p2k1q2/1p4n1/3pnpBQ/b4N1P/P1P1R3/5PP1/1R2KB2 b - - 1 23. What is the best move?,rook on a8 to e8
Black to move. Position is 4k3/p7/1p6/5pQ1/3p4/Pq3PP1/1P2P3/4K3 b - - 0 32. What is the best move?,queen on b3 captures pawn on b2
Black to move. Position is r1bq1rk1/pp1n1ppp/2pbpn2/8/2PP4/2NBPN2/P1Q2PPP/R1B2RK1 b - - 0 10. What is the best move?,pawn on e6 to e5
Black to move. Position is 5rk1/ppQ2p1p/3p2p1/8/8/3n1RPP/3q1PB1/6K1 b - - 7 33. What is the best move?,queen on d2 to d1
Black to move. Position is r2qr1k1/1b1n1pb1/p2p1npp/1ppPp3/P3P3/2P2NNP/1PBB1PP1/R2QR1K1 b - - 0 18. What is the best move?,pawn on c5 to c4
Black to move. Position is rnbq1rk1/pp2ppbp/3p1np1/2pP4/2P1PP2/2N2N2/PP4PP/R1BQKB1R b KQ - 0 7. What is the best move?,pawn on e7 to e6
White to move. Position is r1bq1rk1/ppp2ppp/2nb1n2/1B2p3/3P4/2N1PN2/PP3PPP/R1BQ1RK1 w - - 0 10. What is the best move?,bishop on b5 captures knight on c6
White to move. Position is r4rk1/1pp2ppp/p7/4p3/2P1P1n1/2N5/PP3PPP/R3R1K1 w - - 0 16. What is the best move?,pawn on f2 to f3
Black to move. Position is rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2. What is the best move?,knight on g8 to f6
White to move. Position is 5rk1/5p1p/6p1/1R6/3bP1b1/3B2P1/2P2R2/6K1 w - - 0 27. What is the best move?,king on g1 to g2
White to move. Position is r3br2/1p4pk/q6p/p3Pp2/3N1P1Q/P2P4/1P1BNK1P/6R1 w - - 1 27. What is the best move?,queen on h4 to g3
White to move. Position is 2nq1rk1/1r1b2bp/1p1p1n2/1P1Pp1B1/N1N1P3/5BP1/5R2/1R1Q2K1 w - - 9 29. What is the best move?,bishop on f3 to h5
Black to move. Position is 5rk1/pp3p1p/5Rp1/1q2nNQ1/8/4P2P/1P1r2P1/5RK1 b - - 5 28. What is the best move?,king on g8 to h8
Black to move. Position is 8/5p1p/2kb2p1/5P2/8/PP1p1P1P/1B6/3K4 b - - 0 46. What is the best move?,bishop on d6 to f4
White to move. Position is rnq1k2r/ppp1ppbp/3p2pn/8/2PP2b1/2N2NP1/PP2PPBP/R1BQK2R w KQkq - 3 7. What is the best move?,knight on f3 to g5
Black to move. Position is r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2NBPN2/PP3PPP/R1BQK2R b KQkq - 2 6. What is the best move?,pawn on d5 captures pawn on c4
White to move. Position is r4rk1/3b3p/4pbp1/ppqp4/Pn1p1P2/1B1P1NQ1/1PPB2PP/4RR1K w - - 0 24. What is the best move?,pawn on a4 captures pawn on b5
White to move. Position is 1rb1kb1r/2qppp1p/2n2np1/1p6/2p1P3/2P2N2/1PBPQPPP/RNB2RK1 w k - 0 11. What is the best move?,pawn on d2 to d4
Black to move. Position is r2qkb1r/1ppbnpp1/p1np3p/4p3/3PP3/1BP2N2/PP2QPPP/RNB1K2R b KQkq - 1 8. What is the best move?,pawn on g7 to g6
Black to move. Position is 8/r2nk2p/ppR2pp1/4p3/4N1P1/1P2P3/P4PKP/8 b - - 4 25. What is the best move?,pawn on b6 to b5
Black to move. Position is 4r3/R7/3B1pk1/3n2p1/6Pp/3P1K1P/1P3P2/8 b - - 4 40. What is the best move?,rook on e8 to e6
Black to move. Position is r1bq1rk1/pp2bppp/8/3NpP2/1n2P1n1/3BBN2/PPPQ2PP/R3K2R b KQ - 0 13. What is the best move?,knight on b4 captures knight on d5
White to move. Position is r1b1r1k1/1p3pbp/2pRn1p1/1pp1P3/q3PB2/P4NPP/1P2QPB1/3R2K1 w - - 0 21. What is the best move?,king on g1 to h2
Black to move. Position is 5k2/1bq2ppp/p2b4/8/P7/7P/1PnNBPP1/1RB2K2 b - - 1 23. What is the best move?,knight on c2 to d4
White to move. Position is r2qk2r/2p1bp1p/p3b1p1/3pR2Q/p2P4/2N5/PPP2PPP/R1B3K1 w kq - 0 13. What is the best move?,queen on h5 to f3
Black to move. Position is r1bqkb1r/1p3ppp/p1n2n2/3P4/8/N1N5/PP3PPP/R1BQKB1R b KQkq - 0 10. What is the best move?,knight on c6 to b4
White to move. Position is rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 5. What is the best move?,knight on g1 to f3
White to move. Position is r2qr1k1/pp2bpp1/2n1bn1p/3p4/3N4/P1N1B1P1/1P2PPBP/R2Q1RK1 w - - 1 13. What is the best move?,knight on d4 captures bishop on e6
White to move. Position is rn1qkb1r/pbp2ppp/1p2pn2/3p4/2PP4/P1N2N2/1P2PPPP/R1BQKB1R w KQkq - 0 6. What is the best move?,bishop on c1 to g5
Black to move. Position is 1rr1n3/3nppkp/bq1p2p1/2pP2P1/5P2/1P2P3/2NQ1NBP/1R2R1K1 b - - 0 24. What is the best move?,king on g7 to h8
White to move. Position is Q7/1Qp3pk/5p1p/2p1p3/1P3n2/3q1P2/6PP/4RK2 w - - 1 35. What is the best move?,king on f1 to g1
Black to move. Position is 1kqn2rr/pb3npp/1p2p3/2bpPp2/7P/PQ1B3N/1PPBNPP1/2KR3R b - - 1 20. What is the best move?,knight on f7 captures pawn on e5
White to move. Position is 6k1/p4p1p/bp3Pn1/3prN2/1p6/1Pr3P1/P3P1BP/3R1R1K w - - 4 31. What is the best move?,rook on d1 captures pawn on d5
Black to move. Position is 5rk1/5pbp/3Q2p1/8/4qP2/6PP/5B2/5RK1 b - - 3 26. What is the best move?,pawn on h7 to h5
Black to move. Position is r1b1k2r/1pqp1ppp/p3pn2/2B5/4P3/2NB4/PPP2PPP/R2Q1RK1 b kq - 0 10. What is the best move?,queen on c7 captures bishop on c5
Black to move. Position is rn1q1rk1/pb1pppbp/1p3np1/2p5/2P5/1PN2NP1/PB1PPPBP/R2Q1RK1 b - - 4 8. What is the best move?,pawn on d7 to d5
White to move. Position is 2kr3r/pppbqppp/3p1n2/1B1Pn1B1/1Q6/2N2N2/PP3PPP/4RK1R w - - 1 14. What is the best move?,rook on e1 captures knight on e5
Black to move. Position is r1bq1rk1/pp1pp2p/2n3p1/2B2n2/2P5/2N5/PP2BPPP/R2QK2R b KQ - 1 11. What is the best move?,pawn on d7 to d6
Black to move. Position is 2rq1rk1/pb3ppp/1p2pb2/3p3R/2PP4/PPR5/1B3PPP/3Q1BK1 b - - 2 18. What is the best move?,pawn on d5 captures pawn on c4
Black to move. Position is r3kr2/pp2q2p/2p1p3/4n3/Pb3B2/2N5/1P3QPP/3R1K1R b q - 2 21. What is the best move?,bishop on b4 to c5
White to move. Position is r4rk1/3nqpb1/bp2p1np/p3P1p1/P2PN3/2N1B3/1PB3PP/R2Q1RK1 w - - 2 22. What is the best move?,knight on c3 to b5
Black to move. Position is 5n2/3kb3/3N2p1/8/1Pp1NQP1/2P5/5PK1/4q3 b - - 0 49. What is the best move?,queen on e1 to d1
White to move. Position is 2kr3r/1pbn1ppp/2p5/4pq2/N1P2P2/4B1Q1/PP4PP/3R1RK1 w - - 1 21. What is the best move?,pawn on f4 captures pawn on e5
Black to move. Position is 8/4k1p1/R3b2p/8/1P6/5P1P/2r3P1/6K1 b - - 2 37. What is the best move?,rook on c2 to b2
Black to move. Position is 1r1q1rk1/1b1Nbppp/p2pp3/6P1/1p1BP2P/5P2/PPPQ4/2KR1B1R b - - 0 16. What is the best move?,queen on d8 captures knight on d7
White to move. Position is 6r1/pp5r/1bnB1k2/3ppb2/3p3N/PN4P1/1PP2P1K/R3R3 w - - 6 24. What is the best move?,rook on a1 to c1
White to move. Position is 2r2rk1/p2n1p2/1pb2q1p/3n1Bp1/2pP4/P1P2P2/3QNBPP/R4RK1 w - - 2 19. What is the best move?,knight on e2 to g3
White to move. Position is r2q1rk1/2p2pbp/bp1pn1p1/p3p2n/P1N1P3/1P1PBNPP/2PQ1PB1/R4RK1 w - - 1 14. What is the best move?,rook on a1 to e1
White to move. Position is r2q1rk1/ppp1bppp/8/3p1b2/1nPP4/P1n2N2/1P2BPPP/R1BQ1RK1 w - - 0 12. What is the best move?,pawn on b2 captures knight on c3
White to move. Position is r2rnk2/5ppp/pp2P3/4P3/3N4/Pb4P1/1P3K1P/2RR4 w - - 0 25. What is the best move?,pawn on e6 to e7
Black to move. Position is 1rb1r1k1/2q1bppp/pp1ppn2/n7/P3PP2/1NN1BB2/1PP2QPP/R4R1K b - - 3 15. What is the best move?,knight on a5 to c4
White to move. Position is 8/1nb4N/6p1/pP6/P3pkP1/B7/5PK1/8 w - - 0 56. What is the best move?,knight on h7 to f6
White to move. Position is rnbq1rk1/pp1pbppp/5n2/3p4/2P5/P1N5/1P2NPPP/R1BQKB1R w KQ - 0 9. What is the best move?,pawn on c4 captures pawn on d5
Black to move. Position is rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq - 2 5. What is the best move?,castling kingside
White to move. Position is b4rk1/3n1pbp/1p2pnp1/qP1pN3/2pP1P2/2P1PN2/1BB3PP/3Q1RK1 w - - 2 21. What is the best move?,queen on d1 to a1
Black to move. Position is rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N5/PPP1NPPP/R1BQKB1R b KQkq - 3 4. What is the best move?,pawn on d5 captures pawn on e4
Black to move. Position is r1bqr1k1/1pp1ppbp/p1np1np1/8/2PPP3/2N1BP2/PP1Q2PP/R1N1KB1R b KQ - 3 9. What is the best move?,pawn on e7 to e5
White to move. Position is rnbqkb1r/pp3ppp/3p1n2/2pP4/8/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 6. What is the best move?,pawn on e2 to e4
White to move. Position is 2rqkb1r/1p1bppp1/p1np1n1p/6B1/3NPP2/2N5/PPPQ2PP/2KR1B1R w k - 0 10. What is the best move?,bishop on g5 captures knight on f6
White to move. Position is r1bq1rk1/pppn1pbp/3p1np1/4p3/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 0 8. What is the best move?,queen on d1 to c2
Black to move. Position is r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 b - - 0 9. What is the best move?,bishop on c8 to e6
Black to move. Position is rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq - 0 1. What is the best move?,pawn on d7 to d5
Black to move. Position is r2qk2r/pp2bppp/2pnbn2/3p4/3P1BP1/2NBP2P/PPQN1P2/R4K1R b kq - 10 13. What is the best move?,castling kingside
Black to move. Position is r2qkb1r/4np1p/p2p4/1p1Ppp2/8/N1PB4/PP3PPP/R2Q1RK1 b kq - 0 14. What is the best move?,bishop on f8 to g7
White to move. Position is 1r1q1rk1/p2bppbp/2np1np1/1pp5/4PP2/2NPB1PP/PPP1N1B1/R2Q1RK1 w - - 0 11. What is the best move?,queen on d1 to d2
White to move. Position is rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2. What is the best move?,knight on g1 to f3
White to move. Position is 1q4k1/1rn2nbp/p2p2p1/1ppP1pP1/2P2P1P/1PNB4/P1QB2K1/4R3 w - - 1 26. What is the best move?,pawn on h4 to h5
White to move. Position is r1bq1rk1/pppn1pbp/3p1np1/4p3/4P3/3P1NP1/PPPN1PBP/R1BQ1RK1 w - - 3 8. What is the best move?,pawn on b2 to b4
Black to move. Position is r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3. What is the best move?,pawn on a7 to a6
White to move. Position is r1r3k1/pp3pp1/5b1p/q1PR4/1nB5/4PN2/PPQ2PPP/1K5R w - - 3 16. What is the best move?,queen on c2 to d2
White to move. Position is 1k1r3r/1pqnb1p1/p1p1p1p1/5pP1/Nn1P1P2/4P1QP/P5B1/1RB2RK1 w - - 0 21. What is the best move?,bishop on c1 to d2
Black to move. Position is r1bq1rk1/pp2ppbp/2np2p1/8/3NPPB1/2N1B3/PPP3PP/R2Q1RK1 b - - 0 10. What is the best move?,bishop on g7 captures knight on d4
White to move. Position is 2r1r3/pp3ppk/6b1/3NRpPp/5B1P/8/PPP2qB1/2KQ4 w - - 3 26. What is the best move?,bishop on g2 to f3
White to move. Position is rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2. What is the best move?,knight on g1 to f3
Black to move. Position is r3kb1r/pb1n1p2/1q2Pn1p/1p4p1/2p5/2N2NB1/PP2BPPP/R2Q1RK1 b kq - 0 13. What is the best move?,pawn on f7 captures pawn on e6
Black to move. Position is 2N2k1n/p4b2/1b1N4/1P1p3r/8/3q1RB1/P5PP/4R2K b - - 5 36. What is the best move?,queen on d3 to d2
White to move. Position is rnbq1rk1/pp1p1ppp/4pn2/2p5/1bPP4/2N1PN2/PP3PPP/R1BQKB1R w KQ - 1 6. What is the best move?,queen on d1 to c2
White to move. Position is r2qk2r/pp2bppp/2pnbn2/3p4/3P1BP1/2NBPN1P/PPQ2P2/R4K1R w kq - 9 13. What is the best move?,king on f1 to g2
White to move. Position is 4rr2/1ppb4/2q3pB/p3k3/3n3Q/1BP5/PP3PP1/2K5 w - - 6 28. What is the best move?,queen on h4 captures knight on d4
Black to move. Position is r2q1rk1/1b2bp1p/p1N1pnp1/P7/1p1P1P2/3B2N1/1P2Q1PP/R1B2RK1 b - - 0 18. What is the best move?,bishop on b7 captures knight on c6
White to move. Position is r1bqkbnr/pp3ppp/2n1p3/2pp4/4P3/3P1NP1/PPP2P1P/RNBQKB1R w KQkq - 0 5. What is the best move?,queen on d1 to e2
White to move. Position is r1bqr1k1/pp1nbpp1/2p2n1p/3p4/3P3B/2NBPN2/PPQ2PPP/R4RK1 w - - 6 12. What is the best move?,bishop on h4 to g3
White to move. Position is r1bqkb1r/pp1n1ppp/2p1pn2/8/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 7. What is the best move?,bishop on f1 to d3
White to move. Position is rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6. What is the best move?,bishop on c1 to g5
Black to move. Position is 6k1/4R1Pp/4n2P/2p2r2/1p6/4B3/P7/6K1 b - - 1 41. What is the best move?,knight on e6 captures pawn on g7
White to move. Position is r1bq3r/ppp1b1pp/4k3/3nn3/2B5/2p2Q2/PPP2PPP/R1B1R1K1 w - - 2 12. What is the best move?,bishop on c1 to f4
Black to move. Position is 8/1r2k3/1P2p3/2R2p1r/1RKP4/5P2/8/8 b - - 1 40. What is the best move?,rook on b7 to b8
Black to move. Position is 8/p4p2/4kb2/N4p1K/P2p4/3P4/2P2P2/8 b - - 11 47. What is the best move?,king on e6 to d6
White to move. Position is r4k2/2Rn4/p2r2p1/5p2/1P1p1P1p/3BK3/P3R1PP/8 w - - 0 30. What is the best move?,king on e3 to d2
White to move. Position is r5k1/1p1q1pp1/2p3rp/p1Rp4/3P4/PQ2P2P/1P3PP1/5RK1 w - - 1 23. What is the best move?,king on g1 to h1
Black to move. Position is rnbqkb1r/ppp2ppp/4pP2/8/2P5/2P5/P2P1PPP/R1BQKBNR b KQkq - 0 6. What is the best move?,queen on d8 captures pawn on f6
White to move. Position is 6k1/2r3p1/b3p2p/8/3q4/1Q4P1/P1R4P/2R3K1 w - - 7 34. What is the best move?,king on g1 to g2
White to move. Position is r4b1r/p4ppp/4k3/3p4/8/5P2/PP3P1P/R1B2RK1 w - - 2 17. What is the best move?,rook on f1 to e1
White to move. Position is br3rk1/2qnbppp/p1npp3/8/Np2PPP1/3P3P/1PP1N1B1/R2Q1RBK w - - 2 17. What is the best move?,pawn on d3 to d4
White to move. Position is rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2. What is the best move?,knight on g1 to f3
White to move. Position is 1brr2k1/pbq2pp1/1pp1pn1p/5N2/2PP4/1P3QP1/PBB2P1P/3RR1K1 w - - 5 21. What is the best move?,knight on f5 captures pawn on h6
Black to move. Position is rnbq1rk1/p4pbp/3p2p1/1BpP4/4N3/5N1P/PP3PP1/R1BQK2R b KQ - 0 11. What is the best move?,queen on d8 to a5
Black to move. Position is Bq1b1rk1/p4ppp/np6/3N4/3p1P2/6P1/PP2P2P/2RQ1RK1 b - - 2 20. What is the best move?,queen on b8 captures bishop on a8
Black to move. Position is r1bqkbnr/pp1p1ppp/2n1p3/2p5/4P3/3P1NP1/PPP2P1P/RNBQKB1R b KQkq - 0 4. What is the best move?,pawn on d7 to d5
Black to move. Position is rnb1kn1r/ppp1q1pp/4pP2/3p4/3P1NQ1/2N5/PPP2PP1/R3KB1R b KQkq - 0 11. What is the best move?,pawn on g7 captures pawn on f6
Black to move. Position is 8/8/5pb1/3B2p1/2PkP3/5K2/8/8 b - - 4 44. What is the best move?,bishop on g6 to e8
Black to move. Position is rn1qkb1r/ppp1pppp/1n6/4N3/2PP2b1/8/PP2BPPP/RNBQK2R b KQkq - 0 7. What is the best move?,bishop on g4 captures bishop on e2
White to move. Position is rn1qk1nr/pp2bp1p/2p3p1/3p1b2/3P1B2/2N1P3/PPQ2PPP/R3KBNR w KQkq - 1 8. What is the best move?,queen on c2 to d2
Black to move. Position is r1br1bk1/5p2/5q1p/p1pPp1pP/PpN1P1P1/1Q3PN1/1P4K1/2R2R2 b - - 11 26. What is the best move?,rook on d8 to e8
White to move. Position is r1b1k1nr/pp2qppp/2pp4/bB1P4/3pP3/1QP5/P4PPP/RNB1K2R w KQkq - 0 11. What is the best move?,pawn on d5 captures pawn on c6
White to move. Position is r1b2rk1/1p2qppp/2p2n2/p3b3/3Pp2Q/P3P3/BP1B1PPP/4RRK1 w - - 0 18. What is the best move?,pawn on d4 captures bishop on e5
Black to move. Position is rnbqkbnr/pppp1ppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2. What is the best move?,pawn on e5 captures pawn on f4
White to move. Position is 7k/8/8/2p5/2P4q/2KPQ3/8/8 w - - 0 67. What is the best move?,queen on e3 to e5
White to move. Position is 6k1/p1R3P1/1p6/3pK3/P2P2r1/8/8/8 w - - 1 46. What is the best move?,rook on c7 captures pawn on a7
White to move. Position is r3q1kr/p4pp1/np2p3/2ppP1Bp/3P3P/P1nP1RQN/5PP1/R3K3 w Q - 2 19. What is the best move?,bishop on g5 to f6
White to move. Position is b1r3r1/3nkp1p/p3p3/2n5/1BNNP3/1P3P2/P3BK1P/3R4 w - - 5 26. What is the best move?,rook on d1 to c1
Black to move. Position is rnbq1rk1/ppp2pp1/4pb1p/3p4/2PP4/2N1PN2/PPQ2PPP/R3KB1R b KQ - 1 8. What is the best move?,pawn on c7 to c5
White to move. Position is 8/1q3rpR/1k1p4/3QpPp1/1pP1P1K1/8/8/8 w - - 0 51. What is the best move?,queen on d5 captures pawn on d6
White to move. Position is rn1qkbnr/pp1b1ppp/8/1B2p3/3Pp3/2N5/PP3PPP/R1BQK1NR w KQkq - 2 7. What is the best move?,pawn on d4 captures pawn on e5
White to move. Position is 2r1r1k1/6pp/2p2p2/p1np4/Pb3BPP/1P2PP2/2KN4/2RR4 w - - 0 25. What is the best move?,knight on d2 to f1
Black to move. Position is rnb1k2r/pp3ppp/4p3/q3P3/1b1P4/3B1N2/P1PB2PP/R2QK2R b KQkq - 4 11. What is the best move?,bishop on b4 captures bishop on d2
White to move. Position is r1bqkb1r/pp1n1ppp/4pn2/2p5/3P4/5NN1/PPP2PPP/R1BQKB1R w KQkq - 0 7. What is the best move?,pawn on a2 to a4
White to move. Position is rnbqkb1r/pp2pppp/3p1n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5. What is the best move?,knight on b1 to c3
Black to move. Position is r2q1rk1/5pb1/3pbnpp/1Np5/P3P3/5N2/1P1B1PPP/R2QR1K1 b - - 0 16. What is the best move?,pawn on d6 to d5
White to move. Position is r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 w kq - 0 8. What is the best move?,pawn on c2 to c3
Black to move. Position is r5rk/1pp1qp1p/2b2p1Q/n3pPP1/p3P2P/1PP2N2/P1B3K1/R2R4 b - - 0 26. What is the best move?,bishop on c6 to b5
White to move. Position is 4r3/2r3k1/5p2/1n1P1Pp1/1pn3Pp/7P/R1B2RN1/3K4 w - - 0 58. What is the best move?,rook on f2 to f3
White to move. Position is 1rbq1rk1/b4ppp/p1n5/1p6/2Np1N2/6P1/PP2PPBP/2RQ1RK1 w - - 0 17. What is the best move?,bishop on g2 captures knight on c6
White to move. Position is 2q1brk1/pr4bp/1pn1p1pB/2pNp3/2P3P1/7P/PP1Q1PB1/1K1RR3 w - - 0 21. What is the best move?,knight on d5 to c3
White to move. Position is 3r4/5p1p/1p2k1p1/1Pn1p3/4P2N/4PKP1/1P5P/R7 w - - 3 24. What is the best move?,rook on a1 to c1
White to move. Position is rbbq1r1k/1p4pp/pNp3n1/2Pp4/3P1p2/1B3Q2/PP2RPPP/R1B3K1 w - d6 0 18. What is the best move?,bishop on b3 to c2
White to move. Position is rn1qkb1r/pp1b1ppp/4p3/1N6/4P3/2n5/PP3PPP/R1BQKB1R w KQkq - 0 9. What is the best move?,pawn on b2 captures knight on c3
White to move. Position is 6k1/q4p2/6p1/4p1bp/1pN1P1b1/1P1P4/r5PP/R3QNK1 w - - 3 30. What is the best move?,knight on c4 to b6
Black to move. Position is r3bnk1/1pr1pp1p/6p1/p2PP3/q7/5NP1/PQ3PBP/1R2R1K1 b - - 0 23. What is the best move?,rook on a8 to c8
White to move. Position is 2r3k1/p5bp/1p2p1p1/2pn4/P3N3/4P3/1P1BKPPP/1R6 w - - 1 21. What is the best move?,pawn on b2 to b3
White to move. Position is 3r1k1r/p4ppp/4bq2/4N3/4Q3/2b5/PP3PPP/R3K2R w KQ - 0 16. What is the best move?,pawn on b2 captures bishop on c3
Black to move. Position is r1q1k2r/pp2bppp/2pnbn2/3p4/3P1BP1/2NBP2P/PPQN1PK1/R6R b kq - 12 14. What is the best move?,castling kingside
Black to move. Position is rnbqkb1r/pp1p1ppp/5n2/2pP4/8/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 5. What is the best move?,pawn on d7 to d6
White to move. Position is 2r1r2k/p5b1/3p3p/5P2/3p1NP1/8/PP1p1N1P/5RK1 w - - 2 29. What is the best move?,knight on f4 to e6
Black to move. Position is rn1qk2r/p1p1bppp/1pb1pn2/6B1/2QP4/P1N2N2/1P2PPPP/R3KB1R b KQkq - 0 9. What is the best move?,castling kingside
Black to move. Position is r4rk1/pp1n1pp1/2pq3p/3p1b2/3P4/P1Q1PN2/1P2BPPP/2R2RK1 b - - 4 14. What is the best move?,pawn on a7 to a5
White to move. Position is 1rq1nb1k/6rp/pp3n2/2pPQp2/P1B5/2N2PR1/1P1B3P/6RK w - - 1 28. What is the best move?,rook on g3 captures rook on g7
White to move. Position is r1b2rk1/ppp1q1bp/3p2p1/3Ppp2/1nP1P2P/1QNnBBP1/PP3P1N/R3K2R w KQ - 3 15. What is the best move?,king on e1 to e2
Black to move. Position is r1bq1rk1/pp1n1ppp/4pn2/2b5/2B5/2N1PN2/PPQ2PPP/R1B2RK1 b - - 1 12. What is the best move?,pawn on b7 to b6
White to move. Position is r1b1k2r/5ppp/p1p1pn2/3p4/4Pq2/2NB4/PPP1QPPP/R4R1K w kq - 0 13. What is the best move?,pawn on f2 to f3
White to move. Position is 2r5/pb1k2P1/1pnb4/4p2Q/2q5/P1B2N2/1P3PPP/3R2K1 w - - 3 31. What is the best move?,bishop on c3 captures pawn on e5
Black to move. Position is r4nk1/pp2rppp/2pp4/4q3/2PP3Q/2P1PRPB/P6P/5RK1 b - - 0 24. What is the best move?,queen on e5 to e4
White to move. Position is r1b1kbnr/pp3ppp/1qn1p3/2ppP3/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 3 6. What is the best move?,pawn on a2 to a3
White to move. Position is r5k1/ppp2ppp/2n3q1/b4n2/8/2p5/P4PPP/RNBQ1RK1 w - - 2 17. What is the best move?,queen on d1 to d3
Black to move. Position is rr4k1/4p2p/6pB/q2Pbp2/2p3P1/2Nn1Q2/PP5P/R4RK1 b - - 0 24. What is the best move?,rook on b8 captures pawn on b2
White to move. Position is 2b1r3/5pkp/p2p2p1/2P5/2P1P2P/2N1K3/P1r1B2P/7R w - - 2 23. What is the best move?,king on e3 to d3
White to move. Position is 3q1rk1/R1n2pbp/3p2p1/8/5P2/2N1B1PP/1rP3K1/3Q1R2 w - - 0 20. What is the best move?,knight on c3 to a4
Black to move. Position is 5rk1/p2bRpb1/1q1p1pp1/2r3Bp/2pN1P1P/2N5/PPPQ2P1/2KR4 b - - 1 19. What is the best move?,bishop on d7 to g4
Black to move. Position is 2k1q3/ppp1r3/3brpp1/3p1n2/3P1PNp/1PP1BQ1P/P3N1P1/3KRR2 b - - 0 28. What is the best move?,knight on f5 captures bishop on e3
White to move. Position is 4k2r/pb1nq2p/1pr2bp1/2pp1p1P/3P1B2/P1R2NP1/1P1QPPB1/4K2R w Kk - 6 18. What is the best move?,bishop on f4 to g5
Black to move. Position is 8/5k1p/6p1/1R3b2/P2B1R2/4P2r/3n2K1/8 b - - 1 48. What is the best move?,rook on h3 to h5
White to move. Position is r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4. What is the best move?,pawn on c2 to c3
White to move. Position is 1r3r1k/5pRP/3pbq1P/4p3/pp2P3/3B4/PPPQ4/1K4R1 w - - 0 30. What is the best move?,queen on d2 to g2
Black to move. Position is r1b1k1nr/pp1pppbp/1q4p1/1B1N4/4P3/5Q2/PP3PPP/R1B1K2R b KQkq - 0 9. What is the best move?,queen on b6 to d6
