inputs,label
White to move. Position is rnbqkbnr/pp1p1ppp/4p3/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4. What is the best move?,knight on f3 captures pawn on d4
White to move. Position is 2rk2r1/pp1bn3/4p2Q/q1npP3/2PB1N2/P7/2P2PPP/R2R2K1 w - - 1 21. What is the best move?,pawn on c4 captures pawn on d5
White to move. Position is 8/8/8/4p3/1p6/1PkNK3/2P4r/8 w - - 6 59. What is the best move?,king on e3 to e4
Black to move. Position is 2qrR3/pb3k1p/1p3ppB/2pP1n2/1n5P/1PN3PB/P2Q1P1K/3R4 b - - 0 27. What is the best move?,rook on d8 captures rook on e8
White to move. Position is r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3. What is the best move?,pawn on d2 to d4
Black to move. Position is rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3. What is the best move?,pawn on d7 to d5
Black to move. Position is rnbqkbnr/pppppp1p/6p1/8/3P4/6P1/PPP1PP1P/RNBQKBNR b KQkq - 0 2. What is the best move?,pawn on d7 to d5
Black to move. Position is 8/8/4pn2/5kp1/N6P/5K2/5P2/2B5 b - - 0 59. What is the best move?,pawn on g5 captures pawn on h4
Black to move. Position is rnbqk2r/ppp1ppbp/5np1/3P4/3P4/6P1/PP2PPBP/RNBQK1NR b KQkq - 0 5. What is the best move?,knight on f6 captures pawn on d5
White to move. Position is 6k1/4bppp/p3p3/N3P3/P7/6P1/1r5P/3R3K w - - 1 31. What is the best move?,rook on d1 to d7
Black to move. Position is r1bqk1nr/pp3pbp/2npp1p1/2p5/2B1PP2/2NP1N2/PPP3PP/R1BQ1RK1 b kq - 0 7. What is the best move?,knight on g8 to e7
White to move. Position is r4k2/3r1ppp/p4n2/3pR3/1P6/3B1P2/P5PP/R5K1 w - - 0 23. What is the best move?,rook on a1 to c1
White to move. Position is r4rk1/p6p/q2p1np1/4p3/3Q4/2N5/PPP3PP/4RRK1 w - - 0 21. What is the best move?,queen on d4 to d3
White to move. Position is b2r2k1/7p/p6q/P1p3p1/5p1P/2P5/2P1NR1K/4Q3 w - - 3 33. What is the best move?,knight on e2 captures pawn on f4
White to move. Position is r1bqkb1r/5ppp/p1p1pn2/3p4/2P1P3/3B4/PP3PPP/RNBQ1RK1 w kq - 1 9. What is the best move?,queen on d1 to e2
White to move. Position is 4r1k1/p1Q3b1/1p3p2/2pb1qpp/8/1PP1B3/P4NPP/3R2K1 w - - 1 30. What is the best move?,bishop on e3 to c1
White to move. Position is rnbqkbnr/pp3ppp/8/4p3/3Pp3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6. What is the best move?,bishop on f1 to b5
White to move. Position is r2qkb1r/2pp1ppp/ppn1p1b1/8/2PP4/P3P1P1/1P1N1P1P/R1BQKB1R w KQkq - 0 10. What is the best move?,pawn on h2 to h4
Black to move. Position is rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1. What is the best move?,pawn on c7 to c5
Black to move. Position is r1b3qk/pp1nQ1p1/7p/2p1P2B/2P1P3/P1P5/6PP/5RK1 b - - 1 23. What is the best move?,king on h8 to h7
Black to move. Position is r1bqkbnr/p4p1p/2pp4/4p3/3PP1p1/8/PP1N1PPP/RNBQ1RK1 b kq - 0 9. What is the best move?,pawn on e5 captures pawn on d4
Black to move. Position is r5k1/1ppq2p1/p2p2np/3Ppr2/4N3/1PPQ2P1/2P2P1P/R3R1K1 b - - 1 23. What is the best move?,knight on g6 to f8
Black to move. Position is 3qkb1r/1brn1ppp/p2ppn2/4P3/N2N4/5B2/1PP1QPPP/R1BR2K1 b k - 0 13. What is the best move?,bishop on b7 captures bishop on f3
White to move. Position is r3r1k1/1p2ppbp/1q4p1/1Np1Pb2/2P2Pn1/1Q2B3/P3B1PP/2RR2K1 w - - 3 28. What is the best move?,bishop on e3 to d2
Black to move. Position is 8/5kpp/p1p5/1P3b1r/2PBn3/P3PR1P/1R5K/8 b - - 0 43. What is the best move?,pawn on c6 captures pawn on b5
White to move. Position is 4n1r1/2p3P1/pp2k3/2p1B3/4P3/2P2K2/P1P3R1/8 w - - 5 37. What is the best move?,rook on g2 to g5
White to move. Position is 5rk1/1ppqn1p1/p2p3p/3Ppr2/4N3/1PPQR1P1/2P2P1P/R5K1 w - - 4 25. What is the best move?,pawn on c3 to c4
White to move. Position is 8/p5bk/1p3pb1/2p4p/2P3pP/1P4Q1/q3rNP1/2B2RK1 w - - 0 37. What is the best move?,king on g1 to h2
Black to move. Position is 2r2r2/5pk1/p4b1p/1pq5/4R2P/1B4P1/P2Q2P1/5R1K b - - 2 31. What is the best move?,rook on c8 to d8
White to move. Position is rn1qkb1r/pp2npp1/6b1/2ppPp1p/3P2PP/2N5/PPP1N3/R1BQKB1R w KQkq - 0 10. What is the best move?,pawn on g4 to g5
Black to move. Position is 4q3/5k1p/pQ2bPp1/8/8/7P/1P4P1/5R1K b - - 0 45. What is the best move?,queen on e8 to d7
Black to move. Position is 3r1r1k/1p3p1p/p1pN2p1/4p3/2P1P1n1/8/PP3PPP/3RR1K1 b - - 1 20. What is the best move?,rook on d8 to d7
White to move. Position is 5rk1/4qpp1/R3p2p/1p1n4/1P6/PQr1PP2/6PP/3R1BK1 w - - 1 29. What is the best move?,queen on b3 to b1
Black to move. Position is 5k2/p3r1pp/2pb1n2/2N4b/1PP1pp2/P6P/3B1PP1/1R2R1K1 b - - 0 32. What is the best move?,bishop on h5 to f7
White to move. Position is 6k1/2p5/8/p2PP2Q/2P5/6p1/P4qP1/4K3 w - - 1 44. What is the best move?,king on e1 to d1
White to move. Position is 2kr3r/1pp2ppp/p1p5/4n3/4P3/2P1BP2/P1P1K1PP/3R3R w - - 3 15. What is the best move?,pawn on h2 to h4
White to move. Position is rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2. What is the best move?,pawn on d2 to d4
Black to move. Position is r1b2r1k/5p1p/p2p1b2/4p1q1/R1B1Pp2/2P2P2/1PN2RPP/3Q2K1 b - - 4 20. What is the best move?,bishop on f6 to e7
White to move. Position is r2q1rk1/2p2pb1/1p1p2pp/p1nPp3/2P1P1b1/2N1B3/PPQ2PPP/R3NRK1 w - - 0 14. What is the best move?,queen on c2 to d2
Black to move. Position is rnbqk2r/1p2bppp/p2ppn2/6B1/3NPP2/2N2Q2/PPP3PP/R3KB1R b KQkq - 2 8. What is the best move?,queen on d8 to c7
Black to move. Position is r5k1/pb4p1/1p1qpN1p/2p5/2B5/P4r2/1P3PPP/3R1RK1 b - - 1 24. What is the best move?,rook on f3 captures knight on f6
White to move. Position is 4Qbk1/1q1b2pp/p3p3/R2r1p2/8/2B5/1PP3PP/5R1K w - - 1 27. What is the best move?,queen on e8 to h5
White to move. Position is 3r1r2/1p3pk1/p5qp/8/2n3Q1/1B4P1/Pb4PP/4RR1K w - - 1 26. What is the best move?,queen on g4 captures knight on c4
Black to move. Position is 8/p2bk2P/1p3p2/2p1p3/2P5/3B4/PP5r/1K2R3 b - - 2 40. What is the best move?,pawn on f6 to f5
Black to move. Position is 3r4/4kp1R/p1r2b2/1p6/6QP/1B4P1/P2q2P1/5R1K b - - 6 38. What is the best move?,rook on d8 to f8
Black to move. Position is 3r4/3P3p/3k2p1/R1Nbp3/P7/3K2P1/7P/8 b - - 5 43. What is the best move?,rook on d8 to b8
Black to move. Position is r3k2r/1b1p1pp1/p1q1p3/1pb4p/4PPn1/P1NB4/1PPBQ1PP/R4R1K b kq - 4 14. What is the best move?,pawn on f7 to f6
White to move. Position is r1r3k1/1p3pb1/1p2b2p/3p2p1/3Pn3/1B1N3P/PP2RPPB/4R1K1 w - - 8 25. What is the best move?,knight on d3 to b4
Black to move. Position is rnbqk2r/ppp2ppp/4pn2/3pP1B1/1b1P4/2N5/PPP2PPP/R2QKBNR b KQkq - 0 5. What is the best move?,pawn on h7 to h6
White to move. Position is 1n1r4/r3ppkp/pp4p1/8/3N4/1P4P1/P1R1PPKP/5R2 w - - 4 18. What is the best move?,pawn on e2 to e3
White to move. Position is r1b1k2r/2qn1ppp/p2pp3/1p3Pb1/3NP3/2N2Q2/PPP4P/2KR1B1R w kq - 0 14. What is the best move?,king on c1 to b1
Black to move. Position is 2r2rk1/p3qppp/bp3n2/2bp4/8/1PN3P1/PBnNPPBP/R2Q1RK1 b - - 7 16. What is the best move?,knight on c2 captures rook on a1
White to move. Position is 8/pb1q3p/1pnNkp1B/2p2p2/5Q1P/1P4P1/P4P1K/8 w - - 2 35. What is the best move?,knight on d6 captures bishop on b7
Black to move. Position is 4r1k1/p3qp1p/1p4p1/3Q4/Pr1R4/5PK1/6PP/7R b - - 2 27. What is the best move?,rook on b4 captures rook on d4
Black to move. Position is 2k3qN/pp4pp/1nn5/2b5/4pP2/N1P5/3P2PP/R1B1R2K b - - 3 22. What is the best move?,queen on g8 captures knight on h8
White to move. Position is r1b2rk1/5ppp/p1p1pn2/3p4/4Pq2/2NB4/PPP1QPPP/4RR1K w - - 2 14. What is the best move?,knight on c3 to a4
White to move. Position is r1q1r1k1/pp3ppp/2p2n2/2Nn4/2QN4/6Pb/PP1RPPBP/R5K1 w - - 8 17. What is the best move?,bishop on g2 to h1
Black to move. Position is 5k2/1pr2p2/1p1r1n1p/3pR3/1NbP2PK/5P2/PPB5/4R3 b - - 2 36. What is the best move?,bishop on c4 to b5
White to move. Position is r2qr1k1/1p1nppbp/1P2b1p1/QNp5/2P1P3/4BP2/P3B1PP/2RR2K1 w - - 3 23. What is the best move?,queen on a5 to e1
Black to move. Position is 1r4k1/p5p1/2RNpn1p/2B4P/r7/P7/1n3PP1/1R4K1 b - - 3 30. What is the best move?,knight on f6 captures pawn on h5
White to move. Position is r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 6 5. What is the best move?,knight on f3 captures pawn on e5
Black to move. Position is r1bqkb1r/5p1p/p1np1p2/1p1Np3/4P3/N7/PPP2PPP/R2QKB1R b KQkq - 1 10. What is the best move?,pawn on f6 to f5
White to move. Position is 3R4/5pk1/4p3/p3P2p/P6P/8/2r5/7K w - - 2 40. What is the best move?,rook on d8 to a8
Black to move. Position is r1r1k3/4nppp/4p3/1PqpP3/3N2P1/P2RQP2/7P/5R1K b - - 2 28. What is the best move?,rook on a8 to a4
White to move. Position is 5rk1/1B2p1b1/5qp1/PNp2b2/2P2pp1/1Q6/6P1/3RB1K1 w - - 1 37. What is the best move?,pawn on g2 to g3
White to move. Position is 5kr1/1b3p2/p3pp2/1pb1qP1Q/4p1r1/2P2RN1/PPB1R1PP/7K w - - 0 26. What is the best move?,rook on f3 to f1
White to move. Position is rnbqkb1r/pp3ppp/3p1n2/2pP4/8/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 6. What is the best move?,pawn on e2 to e4
White to move. Position is b1q4r/3nbk2/p3p1p1/Np1pPp1p/1P1N1P2/P2PB3/4Q1PP/5RK1 w - - 0 25. What is the best move?,rook on f1 to c1
Black to move. Position is 8/1b2nk1p/1p5B/2p2P2/Q6P/1P2Nq2/P4P1K/8 b - - 2 49. What is the best move?,queen on f3 to h1
White to move. Position is rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2. What is the best move?,pawn on c2 to c4
Black to move. Position is 2kr3r/1b1p2p1/p1q1p3/Bp3p1p/3bPPn1/P2B4/1PP1Q1PP/3NRR1K b - - 1 17. What is the best move?,pawn on h5 to h4
Black to move. Position is r2qkbnr/pp1nppp1/2p4p/7P/3P4/3Q1NN1/PPP2PP1/R1B1K2R b KQkq - 0 10. What is the best move?,pawn on e7 to e6
Black to move. Position is rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1. What is the best move?,pawn on c7 to c5
White to move. Position is 6k1/2pb4/8/p1pP3p/2P1P2q/5Qp1/PP4P1/4R1K1 w - - 0 30. What is the best move?,queen on f3 to e3
White to move. Position is rnbqk2r/ppp2pp1/4p2p/3pP3/1b1Pn3/2N1B3/PPP2PPP/R2QKBNR w KQkq - 2 7. What is the best move?,queen on d1 to g4
White to move. Position is 6k1/p4p2/1p3qp1/2p5/P5Bp/1P4P1/3rQb1P/5R1K w - - 2 32. What is the best move?,queen on e2 to e8
Black to move. Position is 1kr3r1/pp1b3q/4p3/3PPnn1/2P2N2/7P/1B2QPP1/R2R3K b - - 0 30. What is the best move?,queen on h7 to h4
White to move. Position is 8/p3n3/1p1p1k1p/8/3PbPP1/PBP1N1K1/8/8 w - - 1 45. What is the best move?,bishop on b3 to c4
Black to move. Position is r2r2k1/p4qb1/bp3pp1/2p2P1p/8/2P1BQ2/PP3NPP/R3R1K1 b - - 0 23. What is the best move?,pawn on g6 to g5
Black to move. Position is 3r2k1/3q1ppp/ppr1b3/4P3/3P3R/3BQ2P/1P4P1/5R1K b - - 4 33. What is the best move?,pawn on h7 to h6
Black to move. Position is 1r4k1/2p3p1/q2pbp1p/2p1B3/rP2P3/P2PN1P1/2R1Q1KP/5R2 b - - 0 29. What is the best move?,pawn on d6 captures bishop on e5
White to move. Position is r3k2r/1b3ppp/p2ppn2/1pq5/4P3/2NB1P2/PPP3PP/R3QR1K w kq - 0 14. What is the best move?,pawn on a2 to a4
Black to move. Position is rnbq1rk1/p4pbp/3p1np1/1BpP4/4P3/2N2N1P/PP3PP1/R1BQK2R b KQ - 0 10. What is the best move?,knight on f6 captures pawn on e4
White to move. Position is 2k2rr1/bb1p4/p1q1p3/B3np1p/1PB2p2/P4R2/4Q1PP/3NR2K w - - 0 24. What is the best move?,queen on e2 captures knight on e5
Black to move. Position is rnbqkb1r/p2ppppp/5n2/1ppP4/2P5/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 4. What is the best move?,bishop on c8 to b7
White to move. Position is r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5. What is the best move?,knight on b1 to c3
Black to move. Position is r2q1rk1/1b1nbppp/p3pn2/1pp3B1/3P4/P1N1PN2/QP2BPPP/2RR2K1 b - - 1 15. What is the best move?,pawn on c5 to c4
White to move. Position is r3k2r/pp1qn1pp/2p2p2/8/3P4/5N2/PP2QPPP/2R1R1K1 w kq - 0 17. What is the best move?,pawn on d4 to d5
White to move. Position is 3rr1k1/p4pp1/1np1pn1p/4N2P/1BRP4/8/PP3PP1/4R1K1 w - - 1 25. What is the best move?,rook on c4 captures pawn on c6
White to move. Position is r1bq1rk1/pp1nbppp/2p1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/2RQKB1R w K - 0 8. What is the best move?,queen on d1 to c2
White to move. Position is r2q1knr/p3bp2/3Nb3/2ppP2p/3p1Bp1/N7/PP3PPP/R2QR1K1 w - - 0 16. What is the best move?,pawn on b2 to b4
Black to move. Position is 1r6/6k1/2Rp2pp/p3p3/6P1/1P1Pn2P/P4K2/5R2 b - - 4 30. What is the best move?,knight on e3 captures rook on f1
White to move. Position is 8/p3n3/1pbp1k1p/8/2BP1PP1/P1P1N1K1/8/8 w - - 3 46. What is the best move?,king on g3 to h4
White to move. Position is rnbqkb1r/ppp2ppp/4pn2/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 4. What is the best move?,bishop on c1 to g5
White to move. Position is 4q1k1/3r3p/pp3PpQ/3b4/8/7P/1P3RP1/5R1K w - - 4 41. What is the best move?,rook on f1 to c1
White to move. Position is 4rrk1/p5p1/2R5/3pPp1q/4Pb2/1P4P1/PB2N1K1/4R3 w - - 0 30. What is the best move?,knight on e2 captures bishop on f4
White to move. Position is 8/pb2n3/1p1p1k1p/8/3P1PP1/P1PBN1K1/8/8 w - - 5 47. What is the best move?,king on g3 to h4
Black to move. Position is r1bqkb1r/3n1ppp/pp1ppn2/8/P2NPP2/2N1B3/1PP1B1PP/R2QK2R b KQkq - 0 9. What is the best move?,bishop on c8 to b7
White to move. Position is 3q4/6kp/p2p2p1/1p1Nn3/4P2b/7B/PPP1Q2P/1K3r2 w - - 0 28. What is the best move?,bishop on h3 captures rook on f1
Black to move. Position is r3k1nr/pp1b2bp/3q4/1B1Nnpp1/8/5NB1/PP2QPPP/R3K2R b KQkq - 3 14. What is the best move?,pawn on f5 to f4
Black to move. Position is r1bq1rk1/p1n2pp1/1p1b1n1p/2pP4/2B5/P1N3N1/1P3PPP/R1BQ1RK1 b - - 1 16. What is the best move?,bishop on d6 to e5
Black to move. Position is r3k2r/1b1p1ppp/p3pn2/1pq5/4P3/2NB1P2/PPP3PP/R3QR1K b kq - 0 13. What is the best move?,castling kingside
Black to move. Position is r1bq1rk1/1p2bppp/p1nppn2/8/P2NPP2/2N1B3/1PP1B1PP/R2Q1RK1 b - - 0 10. What is the best move?,queen on d8 to c7
White to move. Position is rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2. What is the best move?,pawn on c2 to c4
White to move. Position is r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5. What is the best move?,knight on b1 to c3
White to move. Position is 2k2b1N/pp4pp/1nn5/4p3/8/N1Pq4/p2P1PPP/R1B2RK1 w - - 0 18. What is the best move?,rook on a1 captures pawn on a2
Black to move. Position is r1bqkbnr/p4p1p/2pp4/8/2NpP1p1/8/PP3PPP/RNBQ1RK1 b kq - 1 10. What is the best move?,pawn on c6 to c5
White to move. Position is 4n1r1/2pk2P1/pp6/2p5/4PB2/2P2K2/P1P3R1/8 w - - 3 36. What is the best move?,bishop on f4 to e5
White to move. Position is 1rb1r1k1/2q1bppp/pp1ppn2/8/P1n1PP2/1NN1BB2/1PP2QPP/R4R1K w - - 4 16. What is the best move?,bishop on e3 to c1
White to move. Position is 3r1qk1/pNb3pp/2p2n2/4rp1b/2PPp3/P1Q1B2P/1P3PP1/R3R1K1 w - - 2 24. What is the best move?,pawn on d4 captures rook on e5
Black to move. Position is r5k1/q4p1p/3p2n1/3P1Q2/1p2Pp2/7P/P1R3P1/3B3K b - - 5 32. What is the best move?,king on g8 to g7
White to move. Position is r2qk2r/5ppp/p2pb3/1p2nPbQ/4P3/2N5/PPP4P/1K1R1B1R w kq - 0 17. What is the best move?,pawn on f5 captures bishop on e6
Black to move. Position is 5k2/1prb1p2/1p1r1n1p/3p2p1/1N1P2PP/1B3PK1/PP2R3/4R3 b - - 0 33. What is the best move?,pawn on g5 captures pawn on h4
Black to move. Position is 5rk1/1pp3p1/3p1r1p/p2Pp3/1QP5/1P2RPP1/2P1R1KP/8 b - - 0 37. What is the best move?,pawn on a5 captures queen on b4
White to move. Position is r1bqk2r/pp1n1ppp/4pb2/2p3B1/3P3P/5N2/PPP2PP1/R2QKB1R w KQkq - 0 9. What is the best move?,pawn on d4 captures pawn on c5
Black to move. Position is 5rk1/pp1Q1p1p/q2p2p1/3P4/8/2Rn2PP/P3PPB1/6K1 b - - 0 26. What is the best move?,knight on d3 to c5
Black to move. Position is 3rr1k1/p2n1pp1/q1p1pn1p/4N2P/1BQP4/8/PP3PP1/2R1R1K1 b - - 0 23. What is the best move?,queen on a6 captures queen on c4
White to move. Position is 6k1/1bq3b1/p3r1n1/1p2pN2/2p3RQ/P2rP2P/1P3PP1/1B3RK1 w - - 6 29. What is the best move?,queen on h4 to h5
White to move. Position is r1b2rk1/ppp2pbp/6p1/n2q4/3N1P2/3BB3/PPP3PP/R2Q1RK1 w - - 0 13. What is the best move?,knight on d4 to b5
Black to move. Position is r1bqkbnr/pp1ppppp/2n5/2p5/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq - 2 3. What is the best move?,pawn on g7 to g6
Black to move. Position is rnbq1rk1/ppn2pp1/3b3p/2pP4/8/P1NB4/1P2NPPP/R1BQK2R b KQ - 0 13. What is the best move?,knight on b8 to d7
White to move. Position is 1r3rk1/2qb1pbp/pn1ppnp1/N1pP4/P3P3/2N5/1PQBBPPP/R4RK1 w - - 0 17. What is the best move?,pawn on d5 captures pawn on e6
Black to move. Position is r1bqk2r/pp1pppbp/2n2np1/8/2PNP3/2N1B3/PP3PPP/R2QKB1R b KQkq - 4 7. What is the best move?,castling kingside
Black to move. Position is r4rk1/ppp1qppp/3pnn2/4p3/4P2B/1PPP1N2/2PQ1PPP/R4RK1 b - - 2 13. What is the best move?,pawn on a7 to a5
Black to move. Position is 2r2r2/5pk1/p5qp/1p6/1Q6/1B2R1P1/Pb4PP/5R1K b - - 3 28. What is the best move?,king on g7 to h8
Black to move. Position is r2r2k1/1B2p1b1/5qp1/PNp2b2/2P2pp1/1Q6/6P1/2RRB1K1 b - - 0 35. What is the best move?,pawn on g4 to g3
Black to move. Position is r1bqkbnr/1p1p1ppp/p1n1p3/8/3NP3/2N5/PPP1BPPP/R1BQK2R b KQkq - 1 6. What is the best move?,queen on d8 to c7
White to move. Position is 8/3b2p1/8/6kP/1r6/5R2/8/5K2 w - - 0 58. What is the best move?,rook on f3 to c3
Black to move. Position is 1kr3r1/pp1bq3/4p3/3PPnn1/2P2N2/8/1B2QPPP/R2R3K b - - 3 29. What is the best move?,rook on g8 to h8
Black to move. Position is r1bqr1k1/pp4pp/2p1pn2/4Bp2/2PPp3/P3P2P/1PQ2PP1/2KR1B1R b - - 5 15. What is the best move?,knight on f6 to d7
White to move. Position is r2q1n1r/1b2bkp1/p3p3/1p1pPp1p/1P1N1P2/P1NPB3/4Q1PP/2R2RK1 w - - 2 20. What is the best move?,pawn on h2 to h3
Black to move. Position is r1q1r1k1/pp3ppp/2p2n2/2Nn4/2QN4/5BPb/PP1RPP1P/R5K1 b - - 13 19. What is the best move?,queen on c8 to c7
White to move. Position is 7R/R5p1/5pk1/4p2p/2r5/6PK/3r3P/8 w - - 10 51. What is the best move?,rook on a7 to a1
Black to move. Position is r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5. What is the best move?,pawn on g7 to g6
Black to move. Position is r1r2nk1/pb2qppp/1p6/3pPP2/1p1Q4/1P4P1/P2NP1BP/R1R3K1 b - - 2 20. What is the best move?,rook on c8 to c5
Black to move. Position is 2k2r1r/1b1p2p1/p1q1p3/Bp3p1p/3bPPn1/P1PB4/1P2Q1PP/3NRR1K b - - 0 18. What is the best move?,bishop on d4 to a7
Black to move. Position is rnbqkb1r/pp3ppp/5n2/2pp4/3P4/1P2PN2/P4PPP/RNBQKB1R b KQkq - 0 6. What is the best move?,knight on b8 to c6
Black to move. Position is 6k1/2p5/8/p2PP2Q/2P5/6p1/Pq4P1/4K3 b - - 0 43. What is the best move?,queen on b2 to f2
White to move. Position is rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2. What is the best move?,knight on g1 to f3
White to move. Position is 2r3k1/4qpp1/R3p2p/1p1n4/1P6/P1r1PP2/1Q4PP/3R1BK1 w - - 3 30. What is the best move?,rook on d1 to e1
White to move. Position is 2k5/5R2/4P3/1Pqn1p2/3R2r1/P3QN1K/2r4P/8 w - - 1 42. What is the best move?,pawn on e6 to e7
Black to move. Position is R7/1Pb1r3/6p1/4pP2/6B1/1K3Pk1/1P6/8 b - - 0 51. What is the best move?,pawn on g6 captures pawn on f5
Black to move. Position is 4k2r/1bqn1ppp/pp2p3/2bp4/P2BnP2/2P2BN1/2P3PP/R3QRK1 b k - 3 16. What is the best move?,knight on e4 to d6
White to move. Position is r2q1rk1/1ppb1pp1/pbnp1n1p/1B2p3/3PP2B/2PQ1N2/PP1N1PPP/R4RK1 w - - 0 11. What is the best move?,bishop on b5 captures knight on c6
Black to move. Position is 8/5pk1/p7/2p3qp/P1PbB1p1/6P1/5r1P/3Q1R1K b - - 8 40. What is the best move?,queen on g5 to d2
Black to move. Position is r1bqkb1r/5ppp/p1np1B2/1p2p3/4P3/N1N5/PPP2PPP/R2QKB1R b KQkq - 0 9. What is the best move?,pawn on g7 captures bishop on f6
Black to move. Position is 8/p4kpp/2p2n2/2B1r3/1PP1b3/P3P2P/1R5K/4R3 b - - 3 39. What is the best move?,rook on e5 to h5
White to move. Position is rnbqk2r/1p2bppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w kq - 2 8. What is the best move?,pawn on a2 to a4
White to move. Position is r1br2k1/1q1n1ppp/4p3/p1ppP3/N4P2/1PPB2P1/P3Q2P/4RR1K w - - 1 20. What is the best move?,king on h1 to g1
White to move. Position is rnb1k1nr/pp1pppbp/6p1/q7/3p4/2P3P1/PP1NPPBP/R1BQK1NR w KQkq - 0 6. What is the best move?,knight on d2 to b3
White to move. Position is 5b2/3N1pk1/4p3/p3P2p/P2R3P/8/2r5/7K w - - 0 38. What is the best move?,rook on d4 to e4
Black to move. Position is 1r6/3nk2p/ppR2pp1/4p3/1P4P1/2N1P3/P4PKP/8 b - - 2 27. What is the best move?,king on e7 to f7
Black to move. Position is 3k4/5ppp/8/8/1b1B1P2/1P1p4/P4P1P/3K4 b - - 1 41. What is the best move?,pawn on g7 to g6
White to move. Position is 8/2p5/1p1p1r1k/1P1P2pp/2P1K3/8/R6P/8 w - - 0 60. What is the best move?,rook on a2 to a8
Black to move. Position is r1bq1rk1/3nbpp1/p1p1pn1p/1p6/3P1B2/P1N1PN1P/BP3PP1/2RQK2R b K - 1 12. What is the best move?,bishop on c8 to b7
Black to move. Position is 3r1rk1/2q2pp1/3p3p/ppbQp3/4P2P/PBP2P2/1P4P1/1K1R3R b - - 0 24. What is the best move?,rook on d8 to a8
White to move. Position is 3r4/pp3ppk/6b1/3N2Pp/5p1P/2B2B2/PPP2q2/2KQ4 w - - 2 29. What is the best move?,pawn on b2 to b3
Black to move. Position is 3r3k/p4pp1/8/3N1bPp/1BP2p1P/8/PK2B3/8 b - - 0 36. What is the best move?,bishop on f5 to g4
White to move. Position is 4rr2/5pk1/6p1/3Rp3/1P2P3/1B2bP2/1P6/1K3R2 w - - 1 34. What is the best move?,pawn on b4 to b5
White to move. Position is 8/6k1/2Rp2pp/4p3/P5P1/3PK2P/r7/8 w - - 0 35. What is the best move?,king on e3 to e4
Black to move. Position is 3rr1k1/p4pp1/1nR1pn1p/4N2P/1B1P4/8/PP3PP1/4R1K1 b - - 0 25. What is the best move?,rook on d8 captures pawn on d4
White to move. Position is r1bqk2r/5pbp/p1np4/1p1Npp2/4P3/N1P5/PP3PPP/R2QKB1R w KQkq - 0 12. What is the best move?,bishop on f1 to d3
Black to move. Position is rnb1k1nr/pp1pppbp/1q4p1/8/3P4/1N4P1/PP2PPBP/R1BQK1NR b KQkq - 0 7. What is the best move?,pawn on a7 to a5
Black to move. Position is 8/p3n3/1p1p1k1p/8/3Pb1P1/PBP1N1K1/5P2/8 b - - 1 39. What is the best move?,bishop on e4 to c6
Black to move. Position is 2r1r1k1/pq4p1/2R1P3/3P1p2/5N2/BP4P1/P5K1/2R5 b - - 0 34. What is the best move?,rook on c8 captures rook on c6
White to move. Position is r3r1k1/pb1q1pbp/np1n2p1/2pP4/5B1P/1PN3P1/P2QNPB1/3R1RK1 w - - 1 18. What is the best move?,pawn on h4 to h5
White to move. Position is rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2. What is the best move?,pawn on c2 to c4
Black to move. Position is r5k1/p4qP1/1pn1pBNr/2pp1RQp/7P/P2P4/5PP1/4RK2 b - - 0 31. What is the best move?,queen on f7 captures knight on g6
White to move. Position is Bqbr2k1/4bppp/p3p3/p2n4/3B4/8/1PP3PP/R2Q1R1K w - - 1 22. What is the best move?,queen on d1 to h5
